,Masechet,Daf,Line,Perek,Comment
58,Bava Kamma,84,0,שור שנגח,או גיורת - מעוברת מגר ומתו שניהם פטור מן הכל שהוא קודם הואיל ואין לה יורשין כל הקודם בשלה זכה וזה שישנו בידו קודם לכל אדם אבל ישראלית מעוברת מישראל אפילו אין להם בנים יש לה יורשין לירש חלקה ויש לו יורשין לירש חלקו ודוקא נשתחררה קודם חבלה אבל היתה שפחה כשחבל בה חייב בכל אפילו בדמי ולדות ויתן לאדוניה דדמי ולדות שפחה אינם אלא לבעלים שלה כדאמרינן לקמן בשור שנגח את הפרה (בבא קמא דף מט.) דאמר ליה חמרתא מעברתא אזקת מינאי:
59,Bava Kamma,84,0,יש נוחלין,"ונוקמה לרבה כו' - למה להו לרבה ולר""נ לאוקמה בגרושה לוקמה מר כדאית ליה ומר כדאית ליה ביש נוחלין נוקמה לרבה כגון שגבו ב""ד מעות מן המזיק לשלם נזק וצער ואע""פ שנתחייב לה מחיים לא עדיף ממלוה בשטר:"
60,Bava Kamma,84,0,יש נוחלין,"אמרי - הני מילי דאפלוג רבה ור""נ ביש נוחלין:"
61,Bava Kamma,86,1,שור שנגח,במועד ליפול על בני אדם בבורות - לקמן בשור שנגח את הפרה (בבא קמא דף מח:):
62,Bava Kamma,88,1,הגוזל עצים,"ליפלגו - רבנן בחמץ בפסח ולימרו דחייב ואנן קיימא לן בהגוזל עצים (לקמן בבא קמא ד' צח:) דלרבנן אומר לו הרי שלך לפניך דקתני גזל חמץ ועבר עליו הפסח והחזירו וכן שור עד שלא נגמר דינו אומרין לו הרי שלך לפניך אבל משנגמר לא והא סברא לרבנן הוא דשמיעא להו וקתני דבחמץ בפסח מודו דאמרינן באיסורי הנאה הרי שלך לפניך אלא דכולי עלמא אמרינן באיסורי הנאה הרי שלך לפניך היכא דאיסורא ממילא אתא ליה כגון חמץ בפסח ולא מצי א""ל האי לאו מידי הוא אבל הכא משום הכי אמרי רבנן אינו מוחזר דאמר ליה אתפסתיה לתוראי כו' והזיקא דבידים הוא שהביאו לבי דינא והאי דנקט אי אהדרתיה ניהליה לאו משום דחיובא דלא אהדריה הוא דא""כ בחמץ בפסח נמי לימא ליה אי אהדרתיה ניהלי הוה אכילנא ליה ועוד לר' יעקב נמי נהי דגומרים דינו של שור שלא בפניו נימא ליה אי אהדרתיה ניהלי הוה שחיטנא ליה אלא אדלא אהדריה לא מחייבי ליה רבנן דהא קמהדר ליה השתא ואמרינן באיסורי הנאה הרי שלך לפניך אלא חיוביה משום דהוליכו לב""ד בידים והכי קאמר ליה לא היה לך להוליכו לב""ד דאי הוה בידי הוה מערקנא ליה מינייהו:"
63,Bava Kamma,89,0,הכונס,מתני' ונעל בפניו כראוי - היינו שמירה פחותה דלת שיכולה לעמוד ברוח מצויה לקמן בהכונס (בבא קמא דף נה:):
64,Bava Kamma,95,2,המניח,"חייבין - דבנזקין לא שני לן בין מתכוין לשאין מתכוין והא דתנן בהמניח (לעיל בבא קמא דף לב.) שנים שהיו מהלכין ברה""ר והזיקו זה את זה פטורין ההוא הזיקו הוזקו הוא ולא דק בלישניה:"
65,Bava Kamma,96,0,שור שנגח,גמ' דרב אדא בר אהבה - בשור שנגח ארבעה וחמשה (לעיל בבא קמא דף מב.):
66,Bava Kamma,96,1,שור שנגח,אין האשה נותן ליורשיה - הא אוקימנא בגרושה לפיכך אין הבעל יורשה בפרק שור שנגח ד' וה' (בבא קמא דף מג.):
67,Bava Kamma,97,1,חלק,"והא - דתני פטור רבנן היא דאמרי כולהו דבעל והרי הוא מת וזכה זה מן ההפקר אבל רבה לא מצי לתרוצי מידי דהא איהו אמר אשה זכתה בחלק בעלה מן ההפקר הואיל והיא היתה מעוברת ומוחזקת בהן בשעת מיתה ואמאי פטור משבח ולדות ודמי ולדות דידה נינהו:
"
68,Bava Kamma,97,4,חלק,כוליה - דזכיא בחלק שבח ולדות של בעלה:
69,Bava Kamma,97,0,חלק,"אמרי - א""כ קשיא לרב חסדא דמשבח ולדות המגיע חציו בחיי הגר לגר וקאמר ר""ש דכשמת והיא מעוברת זכתה היא בחלקו נשמע דזכתה נמי בדמי ולדות דבעלה דמאי שנא דמי ולדות משבח ולדות:"
70,Bava Kamma,97,1,חלק,"ומדר""ש - דאשמעינן דזכתה בחלקו נשמע נמי לרבנן דזכתה בכולן דרבנן לא פליגי אלא במחיים אבל בזכיה דמיתה לא פליגי רבנן ור""ש:"
71,Bava Kamma,102,2,המוכר את הספינה,"אי במסירה - קני להו שהיה רה""ר או חצר שאינה של שניהן שאין משיכה קונה שם דאין משיכה אלא בסמטא או בחצר של שניהן בהמוכר את הספינה בבבא בתרא (דף עו:):"
72,Bava Kamma,102,2,חלק,"ושמואל אמר בכדי שיודיעוהו - אע""פ שלא בא וראהו חייב בחלקו ולא רמיא כולה אשני דהא לא גילהו דנחייביה משום פותח לשון מורי. לשון אחר עד כדי שיודיעוהו אפי' בא וראהו פטור עד שיודיעוהו. ולשון ראשון כשר:"
73,Bava Kamma,105,2,המניח,אדם ובור פטורין - אדם דהא בר קטלא הוא ואי נמי לא אתרו ביה פטור מדתנא דבי חזקיה בהמניח את הכד (לעיל בבא קמא לה.) ובור דכתיב שור ולא אדם:
74,Bava Kamma,106,0,אלו מציאות,ושה דאבידה - כיון דכתיב לכל אבידת אחיך למה לי דכתב רחמנא חמור ושור ושה ושלמה ובפרק אלו מציאות דרשינן להו לכולהו בר משה:
75,Bava Kamma,107,0,מרובה,לתשלומי כפל על כל דבר פשע על שור כו' כל דבר פשיעה - ואפי' דבר שאין בו רוח חיים בפרק מרובה (לקמן בבא קמא סב:):
76,Bava Kamma,107,1,השותפין,"רב אחא בר יעקב - מפפונאי היה דאמרינן בהשותפין (ב""ב דף טז.) דריש רב אחא בר יעקב מפפונאי דשטן ופנינה לשם שמים נתכוונו:"
77,Bava Kamma,109,2,שור שנגח,"תם חייב - דלא סגי ליה בפחותה וטעמא דר' יהודה בפרק שור שנגח ד' וה' (לעיל בבא קמא דף מה:):
"
78,Bava Kamma,110,0,המניח,"ר""מ מחייב בהזיקן - פלוגתייהו מיפרשא בהמניח את הכד (דף כט.) בנתקל פושע ובמפקיר נזקיו:"
79,Bava Kamma,112,0,מרובה,"טענת גנב - לפטור עצמו ע""י גנב שטוען נגנבה הימנו האבידה שמצאתי ונמצא שבידו הוא משלם תשלומי כפל כגנב עצמו דדרשינן בפרק מרובה (לקמן בבא קמא דף סג:) ואם לא ימצא הגנב אם לא ימצא כמו שאמר אלא הוא עצמו גנבו וכתיב בתריה ישלם שנים אי אמרת בשלמא שומר אבידה כשומר חנם דמי משום הכי משלם כפל דהוי בעי למפטר נפשיה בטענת גנב:"
80,Bava Kamma,113,0,שואל,מה לשומר שכר כו' - תאמר בשואל שאין בו כפל לעולם דהא מיחייב באונסין דכתיב ונשבר או מת וכי נמי טעין לסטים מזויין נטלו הימנו הוה מיחייב נפשיה בקרנא ומי שאינו בא לגנוב את הקרן לא ישלם כפל:
81,Bava Kamma,113,1,מרובה,"קרנא בלא שבועה עדיפא מכפילא בשבועה - שואל עדיף שמתחייב בשבורה ומתה בלא שום שבועת שקר משומר שכר שפטור עליהן ואע""פ שיש בשומר שכר כפל בטוען טענת לסטים מזויין אין זה חומר דכפל אינו בשומרין עד שישבע לשקר שנגנבה הימנו ואח""כ באו עדים בפרק מרובה (לקמן בבא קמא דף סג:) הלכך קנסא משום שבועה הוא דקנסיה רחמנא:"
82,Bava Kamma,113,0,השוכר את הפועלים,"סברוה - רבנן דבעו לסייעיה לרב יוסף מהא ר""י היא דאמר שוכר כשומר שכר דמי בהשוכר את הפועלים (ב""מ צג.) ומחייב בגניבה:"
83,Bava Kamma,113,1,השוכר את הפועלים,וכדמחליף רבה בר אבוה - בהשוכר את הפועלים:
84,Bava Kamma,113,1,שור שנגח,"לימא רב לטעמיה דאמר - גבי הכניס פירותיו לחצר חבירו שלא ברשות בשור שנגח את הפרה (לעיל בבא קמא דף מז:) דקתני הוזקה בהם בהמה של בע""ה חייב בעל הפירות ואמר רב כשהוחלקה בהן שנו אבל אכלה והתריזה פטור המכניס דהוה לה שלא תאכל והכא נמי אמר בעל הבהמה בירידתה אנוסה היא שהרי נפלה ובאכילתה היה לה שלא תאכל ומה אני יכול לעשות:"
85,Bava Kamma,115,0,בית כור,קב בבית כור - אין קרחתו נראית:
86,Bava Kamma,117,0,פירות,בששים - עם הקרקע דהכל בכלל שהקונה קרקע בפירותיה נותן עיניו קצת בשבח של אחר זמן:
87,Bava Kamma,121,2,כירה,ובכירה - שפחותה מתנור ואין מבעירין בתוכה אש גדול:
88,Bava Kamma,121,0,גדיש,"בדידה - בגדיש ולשמעינן אע""פ שאין דרך להטמין בו חייב הואיל והדליק לתוך של חבירו וכ""ש בירה:"
89,Bava Kamma,121,0,גדיש,"בתרתי פליגי [פליגי] במדליק בתוך שלו כו' - ופטרי רבנן אפילו כלים שדרכן להטמין בגדיש דהא גזירת הכתוב הוא דטמון באש פטור ור' יהודה מחייב אטמון ובכלים ל""ש אותן שאין דרכן להטמין ול""ש אותן שדרכן להטמין:"
90,Bava Kamma,122,0,גדיש,"ד""ה משלם מה שבתוכו - רבא מתרץ לה לטעמיה בכלים שדרכן להטמין בגדיש:
"
91,Bava Kamma,122,0,הגוזל ומאכיל,"אליבא דמ""ד לא דיינינן דינא דגרמי - בפרק הגוזל ומאכיל (לקמן בבא קמא דף קיז:):"
92,Bava Kamma,122,0,גדיש,"ד""ה משלם מה שבתוכו - רבא מתרץ לה לטעמיה בכלים שדרכן להטמין בגדיש:"
93,Bava Kamma,124,0,הזהב,מכדי כתיב - בראש הפרשה כלל ופרט כי יתן איש ודרשינן ליה בפרק הזהב לענין שבועת שומרין למימר דאין נשבעין אלא על כעין הפרט שמטלטל וגופו ממון:
94,Bava Kamma,124,0,אלו מציאות,"שלמה - יש לה סימנים כדאמרינן באלו מציאות (ב""מ דף כז.) מה שלמה מיוחדת שיש לה סימנים כו':"
95,Bava Kamma,125,0,הגוזל עצים,תנן התם - בהגוזל עצים:
96,Bava Kamma,125,0,הגוזל עצים,"הקישא הוא - כיון דסמיכי להדדי הני קראי איתקש גנב וטוען טענת גנב להדדי מה גנב משלם תשלומי ארבעה וחמשה אם טבח ומכר אף טוען טענת גנב משלם ארבעה וחמשה ואע""ג דאיכא למיפרך מה לגנב עצמו שכן חייב כפל בלא שבועה תאמר בטוען טענת גנב שצריך שבועה אין משיבין על ההיקש כדאמרינן להא מילתא בהגוזל עצים (לקמן בבא קמא דף קח:) ואיכא דאמרי הקישא כדמפרש התם הואיל וגנב משלם כפל וטוען טענת גנב משלם כפל מה גנב טבח ומכר משלם תשלומי ארבעה וחמשה אף טוען טענת גנב טבח ומכר משלם ארבעה וחמשה ולאו מילתא היא דהאי מה מצינו בנין אב הוא ולא הקישא אלא סמיכות המקראות קרי היקש והכי נמי שמעינן התם:"
97,Bava Kamma,128,1,המפקיד,"תברה - בידים או שתייה משלם ד' ובהמפקיד (ב""מ דף מג.) מפרש טעמא דכל כמה דאיתיה בעינא ברשותא דמרה קיימא דהא בעי לאהדורה הלכך ברשותא דמרה הוקרה וההיא שעתא דתברה ושתייה הוא דקא גזיל לה אבל איתבר ממילא אמאי מחייבת ליה אההיא שעתא דגזלה וההיא שעתא זוזא הוא דשוייא וגבי טביחה ומכירה הוי כי תברה או שתייה:"
98,Bava Kamma,130,0,אלו מציאות,"מוצא אבדה לאו כיון דמייאש ליה מרה - מקמי דתיתי לידיה קני לה אם נתייאשו בעלים קודם שמצאה זה קנה דתניא באלו מציאות (ב""מ דף כב:) מנין לאבידה ששטפה נהר הואיל ונתייאשו הבעלים שהיא מותרת ת""ל אשר תאבד ממנו שאבודה ממנו ומצויה לשאר בני אדם יצתה זו אלמא קני והכא בגזילה דאתי לידיה מקמי יאוש והדר אייאוש סגי ליה בדמים:"
99,Bava Kamma,132,1,השותפין,"המלטטים - המלטי כדאמרינן בהשותפין (ב""ב דף ו.) שנותנים נסרים סביב פתחי חלונות ופתחין ובמקום חורי קיבוע הקורות:"
100,Bava Kamma,135,1,כרם רבעי,סבר לה כצנועין - דאמרינן לקמן (בבא קמא ד' סט.) בכרם רבעי הצנועים מניחין כו' בני אדם חסידים שרוצין לסלק ידי כל אדם מן העבירה כשיש להן כרם רבעי וחוששין שמא אוכלין ממנו עוברי דרכים בלא פדיון:
101,Bava Kamma,136,1,שביעית,בשביעית - שהוא הפקר ובהיתר הן באין לאכול:
102,Bava Kamma,136,0,גט פשוט,ערב - בגט פשוט:
103,Bava Kamma,136,1,מי שאחזו,צידן - במי שאחזו קורדיקוס:
104,Bava Kamma,137,0,כרם רבעי,"הכא נמי בכרם רבעי - אע""ג דלאו דידיה הוא קדש קדש ממעשר יליף אבל לקט והקדש בעלמא לא אבל השתא דאמר רבי יוחנן צנועין ורבי דוסא אמרו דבר אחד ש""מ טעמייהו משום דלא בעי ברשותו ואפילו במילתא דעלמא דכל כמה דלא אייאוש יכול להפקיר ולהקדיש ולחלל:"
105,Bava Kamma,139,0,שנים,בשנים אומרים קידש - פלוני את האשה בניסן:
106,Bava Kamma,139,0,הזורק,"כרבי עקיבא דאמר - בהזורק (שבת דף צז.):
"
107,Bava Kamma,139,0,הזורק,כרבי עקיבא דאמר - בהזורק (שבת דף צז.):
108,Bava Kamma,140,0,שנים,אין מכירה - אלא בשנים מוכר ולוקח:
109,Bava Kamma,140,1,הכל שוחטין,במזיד לא יאכל - בו ביום והוא הדין לאחרים ואיידי דתנא רישא בדידיה תנא נמי סיפא בדידיה והכי איבעי לן לפרושי בהכל שוחטין:
110,Bava Kamma,150,1,חלק,"דר' יוסי הגלילי - בפ""ק (דף יב:) הלכך לאו מכירה היא ומיהו מרשות מרה קמא אפקינהו שם הקדש וכי קא טבח לאו דמרה קא טבח ל""א בטביחה משום הכי לא מחייב דבשעת טביחה דהקדש נינהו דאמר בפ""ק דכי אמר רבי יוסי הגלילי ממון בעלים מחיים אבל לאחר טביחה לא אלא משלחן גבוה קא זכו ולא נהירא לי דבכי האי שחיטה לא אמר ר' יוסי הגלילי דמשלחן גבוה קא זכו אלא במקדש בחלקו שחלקו בקדשים דהויא התם שחיטה וזריקה והקטרת חלבים אבל בשעת טביחה אכתי ממון בעלים הם:"
111,Bava Kamma,151,1,שק,וכל העומד לפדות כו' - ובעלי מומין כפדוים דמו הואיל וסופן לכך ובבעלי מומין מעיקרן עסקינן דאי בשקדם הקדישן את מומן תו לא חזו לפדיון משנשחטו דשמעינן ליה לרבי שמעון בן לקיש אליבא דר' שמעון בשמעתא בתרייתא דמסכת תמורה (ד' לב:) קדשי מזבח בכלל העמדה והערכה ומשנשחטה אינה יכולה לעמוד אבל בבעל מום מעיקרו מודה:
112,Bava Kamma,151,0,המנחות והנסכים,וקיימא לן - בפרק המנחות והנסכים דהאי לפני זריקה קודם שנראה לזריקה קאמר דלא הוה ליה שהות ביום דלאו עומד לזרוק ביום הוה דליכא למימר כזרוק דמי לשוויה אוכלא:
113,Bava Kamma,157,1,הזהב,"בני שטרא נינהו - בתמיה הא לא מקנו מטלטלין אלא במשיכה כדאמרינן בקדושין (דף כו.) ונהי נמי דמקנו בכספא לענין קבולי מי שפרע מיהו בשטר לא מיקנו מידי דדברים בעלמא נינהו כדאמרינן בהזהב (ב""מ דף מט.) דברים אין בהם משום מחוסרי אמנה:"
114,Bava Kamma,157,0,ארץ ישראל,"מתני' אין מגדלין בהמה דקה בארץ ישראל - משום ישוב א""י שמבעיר את השדות וכל שדות א""י סתמן דישראל:"
115,Bava Kamma,159,0,שמונה שרצים,מלתא בעלמא הוא דעבד לשמואל - שמואל קטן שבכולן היה וזה שאין רב נכנס לפניו טיבותא ויקרא הוא דקא עבד ליה משום מעשה דלטייה לשמואל בשמונה שרצים (שבת דף קח.):
116,Bava Kamma,159,0,השותפין,"מלתא דנפשיה - בב""ב בהשותפין (ב""ב דף יב:) דאימנוה לאותוביה ברישא ולא איסתייעא מילתא:"
117,Bava Kamma,160,4,המוכר את הספינה,"חוץ מגרופיות של זית - הקוצץ זיתיו לשרוף מניח שתי גרופיות מלא שני אגרופין כדאמר בהמוכר את הספינה (ב""ב דף פ.) והן מחליפות ומוציאות בדין ומשם אין לקטום נטיעה מפני שמפסיד את הגרופיות: "
118,Bava Kamma,160,7,חלק,"בימה של טבריא - ואע""פ שבחלק נפתלי היתה כולה כדאמרינן לקמן:"
119,Bava Kamma,164,1,ארץ ישראל,פרסי - לשון נאה מארמי בארץ ישראל הסמוכה ליון נקט יוני ובבל הסמוך לפרס נקט לשון פרסי:
120,Bava Kamma,167,2,המניח,דשלח ליה רב חסדא - בהמניח את הכד (לעיל בבא קמא דף כז:):
121,Bava Kamma,169,0,אלו הן הנחנקין,ולא עשה בהן חבורה - דאין עליו חיוב מיתה עד שיעשה בהם חבורה באלו הן הנחנקין (סנהדרין דף פד:):
122,Bava Kamma,172,1,שור שנגח,ופטור מדמי ולדות - כדאמר בשור שנגח את הפרה (לעיל בבא קמא דף מב.) אנשים ולא שוורים:
123,Bava Kamma,172,0,אלו הן הנחנקין,"מכה אביו ואמו - אין חייב עד שיעשה בהן חבורה באלו הן הנחנקין (סנהדרין דף פה:):
"
124,Bava Kamma,173,0,שנים אוחזין,"והרי מציאה - דתנן בשנים אוחזין (ב""מ דף יב:) מציאת בנו ובתו הקטנים הרי אלו שלו ואוקימנא התם גדול וסמוך על שולחנו זהו קטן:"
125,Bava Kamma,174,0,הבא על יבמתו,"גר אין לו חייס דכתיב וזרמת סוסים זרמתם - ואע""ג דכתיב בלאדן בן בלאדן ה""מ בגיותן אבל נתגיירו הבנים לא נתיחסו אחר אביהם בפרק הבא על יבמתו (יבמות דף סב.):
"
126,Bava Kamma,176,1,אלמנה לכהן גדול,יאמרו בנכסי צאן ברזל - בכתובתה דהיינו נדוניא שהכניסה לו בשומא מבית אביה וכותבין אותה בכתובתה ומקבל עליו חתן אחריות ואם פיחתו פיחתו לו ואם הותירו הותירו לו כדאמרינן [ביבמות באלמנה לכהן גדול (יבמות דף סו.)] נכסי צאן ברזל נכסים העומדים באחריות המקבל לשלם כעין ברזל זה שהוא קשה להיות פוחת והתם ודאי לא מצי מזבנה:
127,Bava Kamma,177,0,נערה שנתפתתה,"כתובת בנין דכרין - בפרק נערה שנתפתתה (כתובות ד' נב:) בנין דכרין דיהוו ליכי מנאי אינון יהוין ירתון כסף כתובתיך יתר על חולקיהון דעם אחוהון היו לו שתי נשים וכתובת האחת גדולה משל חבירתה ומתו שתיהן בחייו וירשן או אחת בחייו וירשה אעפ""כ לא בטלה כתובתה אצל בניה אם יש לה בן זכר הימנו וכשבאין לחלוק בניו בנכסיו אחר מותו נוטלין אלו כתובת אמן ואלו כתובת אמן והשאר חולקין בשוה ואין יכולין בני הקיימת לומר אנו ניטול כתובת אמנו שהיא כבעלת חוב ואתם אל תטלו שאין לאמכם כתובה שהרי בעלה ירשה וקיי""ל התם דהמוכרת כתובתה לאחר בטובת הנאה ומתה בחיי בעלה וירשה מפסיד הלוקח אעפ""כ לא הפסידו בניה כתובת בנין דכרין ולא יאמרו בני חבירתה אמכם פשעה בה שאילו היתה קיימת לא היתה גובה שהרי לקוחות היו גובין אותה משום דאמרי להו זוזי אנסוה שהיתה צריכה למעות ולא לאפסדינהו נתכוונה:"
