,Masechet,Daf,Loc,Text
53,Chullin,42a,"0,3","לישנא אחרינא הא דר' אלעזר ור' אבהו לא גרסינן וה""ג לאתויי עולת יולדת מהו דתימא אימא ילודי יליד קמ""ל דאם איתא דאוליד קלא אית לה - ובשיש לו אשה מתוקמא מתניתין ואיצטריך לתנא למתנייה בזה הכלל דמהו דתימא ניחוש לה למאן דחזי סבר בצינעא אוליד קמ""ל. זה שמעתי ועיקר הוא חדא דהא לא אמרו והאי מהו דתימא בכל הנך שמעתתא דאמוראי דלא שאנו דלעיל אמתניתין דזה הכלל קמא אמרו מהו דתימא ואורחא דגמרא למימר מהו דתימא אכלל דמתניתין ועוד בשאין לו אשה למה ליה למתנייה זה הכלל לאתויי פשיטא למאי ניחוש לה:"
54,Chullin,46a,"3,2",לשון אחר בין הפרשות הן צלעות קטנות של אליה. פרשות הוא בשר המפריש בין צלע לצלע. (בין) [פי] הפרשות צלעות שבין פרשה לפרשה:
55,Chullin,46a,"8,2","במקום שהיא חיה - שהכבד חיה משם דהיינו מקום תלייתה כשהיא מעורה דבוקה תחת הכליות זה נראה לי ומצאתיו. לישנא אחרינא ביותרת הכבד איבר""ש בלע""ז והן טרפשין:"
56,Chullin,50a,"13,4",כר' יוחנן - בכל מילי. לישנא אחרינא רבי יוחנן חכים בטרפות דאמרינן לקמן שדר ליה שמואל תריסר גמלי ספיקי דטריפתא בפרק גיד הנשה (לקמן חולין דף צה:):
57,Chullin,50a,"14,2",מדקה לדקה - אפילו בהמה אחרת דוגמתה. לישנא אחרינא מגסה לגסה מאומה לאומה ומדקה לדקה מאונא לאונא וזאת נראית לי שאין מקילין כל כך:
58,Chullin,50b,"1,0","סניא דיבי - קרשטי""א בודי""ל לשון מורי והוא עשוי ככיס וסתום בראשו וכך מצאתי באל""ף בי""ת של רבי מכיר בודי""ל שאצלי""ר ולשון סניא דיבי לפי שהוא מקום מאוס וכחוש ואפילו לזאבים וכל שאר הכרס קרוי חיצון ושיעורו ברוב. לישנא אחרינא שמעתי מן הפנצ""א עצמה הוא מקום שמנקבים שם הטבחים הכרס ומוציאים הפרש מקום שהשנאוי זב והראשון נראה:"
59,Chullin,51a,"4,8",טרח טריח לההוא גברא - כמה הטרחת לאותו האיש על עצמו היה אומר שהטריחו זה לבא אצלו. לישנא אחרינא טרח טרייה כמו דטרייה לרישיה דאמרן לעיל (חולין דף מה:) כלומר בחנם טרחתי לבא שאין כאן דבר חדוש:
60,Chullin,56a,"12,1","במיא - מוציא כל המוח מן הקרום דרך פיה כמו שהיא יורדת לחוט השדרה וממלא הקרום מים ואם יוצא דרך המכה בידוע שניקב הקרום. ל""א מכניס בנקב העצם מים וחוזר ומוציאו ורואה אם נתלבנו בידוע שנתערב המוח בהם:"
61,Chullin,63a,"3,0",ומשפטיך אף בתהום רבה - שזמנתה שלך לשפוט ולעשות נקמתך בדגת הים להמית המזומנים למות. לשון מורי. לישנא אחרינא לנמלה הוא אומר צדקתך כהררי אל שמזונותיה מזומנין לה בלא טורח ועם מי שאתה נשפט אתה דנו עד תהום רבה כגון שלך שטורח לבקש שם מזונותיו:
62,Chullin,70a,"19,2","ויצא דרך פרוץ - מהו מי אמרינן כיון דעומד מרובה עליו הוה ליה כאילו כולו עומד. ל""א נגממו מבפנים ושפה חיצונה משמרת וקא מיבעיא ליה תורא ברא מקדש או לא:"
63,Chullin,76a,"12,2","דפרעי טבחי - במקום שפותחין הטבחין להפריש הבשר מן העצם כשמנקרין אותו צינקרו""ן ורוצין ליטול אותן גידין והיינו מעילוי ערקומא. לישנא אחרינא כשמפשיטין הבהמה משם מתחילין לפתוח ולהפשיט העור של רגלים אחרונים:"
64,Chullin,84b,"4,3","לישמטו לאמוריה - יחתכו את לשונו שאמר בה. ל""א גרסינן אי דשמא קאמר אם בשמו הוא אומר לישמטו לאמוריה ישמטו את האמורא מלפניו לביישו:"
65,Chullin,90a,"9,0",לישנא אחרינא כאן לחלצו כאן להעלותו - מאן דאמר אין נוהג בעולה לחלצו קאמר שאינו מצווה לחלצו מן הירך ומאן דאמר נוהג להעלותו קאמר דאסור להעלותו בפני עצמו אם פירש מן הירך:
66,Chullin,90b,"14,3",ומשמונים ושתים ריבוא - חוטין. לישנא אחרינא ריבות נערות העוסקות בה:
67,Chullin,95b,"14,1",אל תהי שוטה בחרוזים - בשאלה זו דודאי זה סימן לשון מורי. לישנא אחרינא אל תהי שוטה דבחרוזין הרי זה סימן:
68,Chullin,112a,"8,2",משתעלה תימרתו - שהבשר מעלה עשן. לישנא אחרינא שיהו הגחלים מעלין עשן שכל זמן שהדם שותת עליהן אינן אלא כבין והולכים אבל כשהשומן נוטף הן מעלין עשן. לשון מורי:
69,Chullin,115a,"8,1","לא אמרה תורה שלח לתקלה - וכאן הרי אמרה שלח דכתיב (דברים כב) לא תקח האם והדר שלח תשלח דאם לקחת אותה חזור ושלחה ואם היתה אסורה לא היה אומר לך שלחנה ויכשלו בה בני אדם וה""ה דמצי למימר נמי בכל הני מה שבת דחמירא כו' ומיהו מידי דמשכח פירוקא מגופיה לא יליף מאחריני לישנא אחרינא שילוח הקן ליתסר כל שילוח הקן ליתסר האם לעולם ואפילו שלחה דהא כל שתיעבתי לך הרי הוא לך לעולם בבל תאכל והרי אסרתיה לך באותה שעה וזה נראה לי עיקר דהא לא קאמר רב אשי דכל דבר שנעבדה בו עבירה ומתחלה הוא מותר אסור דאם כן החורש בשור וחמור והמרביע כלאים והחוסם יאסרו הבהמות ואנן לא פרכינן מינייהו מידי אלא מן היוצא מהן:"
70,Chullin,119b,"24,0",לישנא אחרינא אמרי לה כו' - מאן דתני הך לישנא סבר דבנימין הרבה אמר ריש לקיש נמי דלא הוי יד ולותביה מהא מתניתא ותריץ ליה משום (יד) שומר והכי נמי מסתברא דמשום שומר מדקתני שערה דאי משום יד נימא אחת למאי חזיא לעולם משום יד ומאי שערה דקתני נימא שבין הנימין:
71,Chullin,120a,"10,0","ציר שעל גבי ירק - משקה היוצא מן הירק. ל""א ציר שהיו מטבילין מאכלן בציר:"
72,Chullin,124a,"20,0","כתרטא - רובע הקב לשון מורי. ל""א כף מאזנים:"
73,Chullin,128b,"0,0",מהו שתעשה יד לחברתה - לענין טומאה דאורייתא לקבל טומאה מן השרץ כדי להביאה לחברתה להיות חברתה ראשונה כאילו נגע עצמה בטומאה. שניה לטומאה פשיטא לן דלא הויא ההיא חברתה שהרי זו לא קבלה טומאה לעצמה. לישנא אחרינא לענין טומאת עבודה זרה קמיבעיא ליה דזו שנעשית עבודה זרה הרי היא כשרץ וחציה השני מי הוה לה יד והנוגע בה כנוגע בעבודה זרה או דילמא לא הוי לה יד וטהור הנוגע בה כגון אם לא הוכשרה דאין עליה תורת אוכל לקבל טומאה מחברתה אי נמי הוכשרה הויא לה איהי ראשון והנוגע בה הוי שני נעשה האוכל יד לאוכל אחר או לא:
74,Chullin,131a,"0,2","כמי שהורמו דמיין - זכה בהם מן ההפקר שהרי קדם. ל""א שמסר לו את הטבל לזכות בתרומה שבו:"
75,Chullin,137a,"0,0","בקדושה - בכור אינו צריך להקדיש דקדושתו מרחם וגז נמי אין צריך להקדיש דאין קדושה חלה עליו אבל מעשר מקדישו בשבט. לישנא אחרינא אמרי ליה בקדושה בכור וגז נכסי כהן לקדש בו את האשה כדתניא בגמרא דארבעה אבות (ב""ק דף יג.) בכור מוכרין אותו תם ובעל מום חי ושחוט ומקדשין בו את האשה אבל מעשר אינו נכסי בעלים לקדש בו את האשה דהא כתיב ביה לא ימכר ולא יגאל ולאו מלתא היא דאפ""ה ממון בעלים הוא ומקדשין בו דתנן (קדושין דף נב:) המקדש בחלקו בין בקדשים קלים כו' ואמרי' טעמא דלאחר שחיטה לאו דידיה הוא דמשלחן גבוה קא זכו אבל מחיים דידיה הוא:"
76,Chullin,137b,"14,0",בששים - חלק ששים יתן לכהן. לישנא אחרינא ששים סלעים חייבים בראשית הגז:
77,Keritot,2a,"3,1","ועל לא הודע שלהן אשם תלוי - דלא אתיידע אי בא על אשתו שלא כדרכה או זכר או בהמה והוא הדין לאחריתי. והאשה המביאה בהמה עליה נמי דסבורה להביא אדם והביאה בהמה. ונדה דסבור טהורה היא. מגדף כסבור מברך הוא שם בן שתי אותיות וברך שם בן ד' אותיות דאינו חייב אלא על שם של ד' אותיות כדאמרינן בפ""ד מיתות (סנהדרין נו.). עבודת כוכבים כסבור זבוח וקיטור אסרה תורה ולא השתחואה וניסוך דד' אלה עבודות הן. מולך כסבור להעביר אדם אחר והעביר את בנו. בעל אוב נתכוין לכשוף אחר. שבת כסבור חול הוא. קדש כסבור בשר חולין הוא. מקדש כסבור בית אחר הוא. חלב כסבור שומן. ודם כסבור טחול ל""א דם כסבור שדם חגבים או דם דגים הוא לשון מורי. נותר ופגול כסבור כשר הוא. שוחט בחוץ כסבור בהמת חולין היא. מעלה לאחר איסור הבמות הקריב בבמה וכסבור במות אלו של צבור מותרות ומוקים לקרא בבמת יחיד. פסח ויום כפור כסבור ימות החול הן. שמן וקטרת נתכוין לסממנין אחרים ונמצאו שהן הסממנין הכתובין. אבל אומר מותר לגמרי דעוקר כל הגוף לאו שוגג הוא אלא אנוס הוא ופטור:"
78,Keritot,3a,"26,0","שגגת שבת וזדון מלאכות עדיפא ליה - למיתני לאשמעינן חדוש דאע""ג דהזיד במלאכות לא מפטר מחד חטאת: <br>לישנא אחרינא שגגת שבת וזדון מלאכות עדיפא ליה דמילתא פסיקא ליה דמכי שגג אשבת לא מיפטר מיהא מחד חיובא חטאת דא""נ שגג אף במלאכות מחייב חדא אבל שגגת מלאכות דליחייב בכל חדא וחדא לא פסיקא ליה דזימנין דמיפטר מהך חיובא כגון שגג אף בשבת דהעלם זה וזה בידו ואמרינן במסכת שבת (דף ע:) דלא מחייב אלא חדא והכי מסתברא דבשגגת שבת קמיירי מדחשיב גבי עבודת כוכבים במתני' חדא ותו לא מכלל דבשגגת עבודת כוכבים וזדון עבודות קמיירי דאי בשגגת עבודה איכא ד' חטאות בד' עבודות זיבח וקיטור וניסך והשתחוה:"
