,masechet1,masechet2,loc1,loc2,txt1,txt2
770,Sotah,Yoma,41a:2-14,69b:17-70a:8,"['ובנביא של שנים עשר מדלגין - מנבואה לחברתה דכוליה חד ספרא הוא:', 'שלא להוציא לעז - שלא יאמרו פרשה שהוא קורא על פה אינה כתובה בו וספר משובש הוא:']","['כאן בכדי שיפסיק התורגמן - הא דקתני אין מדלגין בפרשה הרחוקה מזה שקודם שגולל ספר תורה עד מקום הדילוג יפסיק התורגמן המתרגם פסוק שקרא הקורא ונמצאו צבור יושבין ומצפין אין זה כבוד צבור אבל אך בעשור סמוכה היא לאחרי מות ויכול לגלול שם קודם שיפסיק התורגמן:', 'שלא להוציא לעז על ספר תורה - כשרואין אותו קורא פרשה שלישית על פה יהו סבורים שספר תורה חסר אותה פרשה:']"
771,Bava Kamma,Bava Metzia,104b:4,46a:4,"['אסיפא דביתיה - מפתן ביתו דמחובר לקרקע הוא וכקרקע הוא כך שמעתי. ל""א סיפא דביתיה סוף בית הקנה לו זוית אחת:', 'נפק לאפיה עד תווך - הלך לקראתו עד תווך שם מקום שהיה שמח שהביא לו מעותיו:\n']","['ואף רב פפא הדר ביה - ממאי דאמר מטבע נקנית בחליפין:', 'ואקנינהו לרב שמואל - שהיה הולך לשם כדי שיביאם לו שאילו לא הקנה לו לא היה נותנם לו מי שהפקדון אצלו שאם יאבדו בדרך יחזור רב פפא ויתבעם לו:', 'אגב אסיפא דביתיה - מפתן ביתו אלמא מדאצטריך ליה לקנויינהו אגב קרקע ש""מ אין מטבע נקנה בחליפין:', 'עד תווך - שם מקום:']"
772,Makkot,Sukkah,7b:19,6b:8,"['יש אם למסורת - כמה שנמסרה כתב של תיבה למשה אנו צריכין לדורשה ולא לפי המקרא כשאתה קורא ונשל אתה מוסיף הברה של אל""ף או של ה""א בין נו""ן לשי""ן ולפי המסורת ונישל כתיב ופירושו נישל שהשיל הברזל מן העץ המתבקע ומצא את רעהו ורבנן סברי יש אם למקרא ונשל קרינן לשון פעל הברזל עצמו נשל מעל עצו:']",['יש אם למסורת - כמה שכתב משה ומסר בספר תורה לישראל היא האם והעיקר ולא כמו שהוא נקרא:']
773,Menachot,Sotah,10b:8-11a:1,14b:18,"['או קורט לבונה פסול - מפני שהקומץ חסר כדי מקום הקורט וא""ת כיצד קומץ והלא לבונה על המנחה היא דכתיב (ויקרא ו׳:ח׳) כל הלבונה אשר על המנחה תשובה לדבר כשקומץ מסלק הלבונה כולה לצד אחד וקומץ הסולת מאמצע הכלי:']",['פסול - משום דהוה קומץ חסר:']
774,Shevuot,Shevuot,22a:1,28b:12,"[""כי קאמרינן - היכן מצינו כו' במידי דבר אכילה קאמרינן:""]",['זימנין דמשכחת לה דעיפא - דשבועה שלא אוכל עשר ותשע ואכל עשר דאינו חייב אלא אחת:']
775,Pesachim,Pesachim,28b:12,96a:15,['ערל - שמתו אחיו מחמת מילה:'],['ערל - שמתו אחיו מחמת מילה:']
776,Ketubot,Yoma,106a:12,54a:16,"['שתים בדביר - תחת אמה טרקסין:', 'ושתים כנגדן בעליה - להבדיל בין עליית היכל לעליית קדשי הקדשים וגם הן במקום אמה טרקסין:']",['שלש עשרה פרוכות היו במקדש שני - שבעה לשבעה שערי העזרה שתים בדביר במקום אמה טרקסין ושתים כנגדן לחוץ בין עליית ההיכל לעליית בית קדשי הקדשים וכי היכי דבמקדש שני היו פרוכות כנגד הפתחים הכי נמי במקדש ראשון:']
777,Pesachim,Shevuot,86a:9,17b:7,"['גגין הללו - שבעזרה ולשכותיה:', 'אין אוכלין שם קדשי קדשים - הנאכלין בעזרה ואין שוחטין שם קדשים קלים הנשחטין בכל מקום בעזרה:']","['גגין הללו - שבעזרה:', 'אין אוכלין שם קדשי קדשים - הנאכלים לפנים מן הקלעים דקסבר גגין ועליות לא נתקדשו אלא הרצפה והאויר עד הגג:']"
778,Bekhorot,Zevachim,27b:7,57a:5,['ובשרם יהיה לך כחזה התנופה - בבכור מישתעי בסדר ויקח קרח: תודה אינה נאכלת אלא ליום ולילה והמורם ממנה דהיינו חזה ושוק כיוצא בה הוא:'],"['ובשרם יהיה לך - בבכור כתיב:', 'לחזה ושוק של שלמים - ולקמיה פריך לשל תודה אקשינן:']"
779,Yoma,Zevachim,44a:5,88b:8,"[""על לשון הרע - כי ההיא דקרח לשון הרע הוה דכתיב (במדבר י״ז:ו׳) אתם המיתם את עם ה' וסתם לשון הרע בחשאי הוא:""]",['דבר שבקול - פעמונים שבו (מכפר):']
780,Kiddushin,Yevamot,69a:12,85a:5,"[""מתני' עשרה יוחסין עלו מבבל - כשעלו בני הגולה ובגמרא מפרש לה דאשמועינן שמשפחות שבבבל מיוחסות הן שהפריש עזרא כל הפסולין משם והוליכן עמו:"", 'חללין - כהנים חללין שנולדו מפסולי כהונה:', ""שתוקי ואסופי - מפרש להו ואזיל איזוהי שתוקי כו':""]","['ה""ג כהנים לוים וישראלים מותרין לבא זה בזה לוים וישראלים חללי גירי חרורי מותרין לבא זה בזה - אבל כהני בחללי וחללי בכהנות לא:']"
781,Shabbat,Sukkah,133a:3,33b:11,"['לרבי יהודה - רבי יאשיה דמצריך קרא להכי כרבי יהודה סבירא ליה:', ""מודה ר' שמעון בפסיק כו' - הילכך אי לא רבי קרא לא עבדי:"", 'סברה - נתן בה דעתיה וקבל ממנו:']","['והא מודי ר""ש בפסיק רישיה ולא ימות - באומר אחתוך ראש בהמה זו בשבת ואיני רוצה שתמות דכיון דא""א שלא תמות כמתכוין חשיב ליה וכי אמרינן דבר שאין מתכוין מותר כגון היכא דאפשר ליה בלא איסור כגון גורר אדם מטה כסא וספסל ובלבד שלא יתכוין לעשות חריץ ואע""ג דאיכא למיחש דלמא עביד חריץ כיון דלא מתכוין להכי ואפשר לגרירה בלא חריץ כי עביד נמי חריץ דהוי מלאכה גמורה לא מיחייב אבל היכא דודאי עביד מודי:']"
782,Ketubot,Yevamot,53b:13,85a:7-8,['או דלמא - כיון דאמרינן התם אי לית ליה נכסים לראשון תקינו לה רבנן משני כדי שלא תהא קלה בעיניו להוציאה:'],"['כיון דאמר מר - (לעיל יבמות דף לח.): ', 'כתובתה - של יבמה על נכסי בעלה הראשון לית לה מיבם ואע""ג דהא מראשון לית לה:', 'או דלמא כיון דאי לית לה - ליבמה דעלמא מראשון כגון דלית ליה נכסים תקינו לה רבנן משני והא נמי לית לה מראשון הילכך אית לה מיבם:']"
783,Zevachim,Zevachim,76a:1,90b:13,"[""וכולן הכהנים רשאין כו' - משנה היא בפ' כל התדיר (לקמן זבחים דף צ:) וגבי קדשים קאי:"", ""לשנות באכילתן כגון לאכלן צלויין כו' - אמר קרא לך נתתים למשחה (במדבר י״ח:ח׳) לגדולה כדרך שהמלכים אוכלין:"", 'ותבלי תרומה - ואע""ג דקא ממעט בזמן אכילת תרומה:']",['ובכולן - בכל הנאכלין רשאין הכהנים לשנות באכילתן כגון לאוכלן צלוין שלוקין ומבושלין:']
784,Pesachim,Shabbat,64a:16-64b:1,123b:16-124a:1,"['חלקין - מחולקין מפוצלות קליפתן:', 'שחל להיות בשבת - ואינו יכול לתקן המקלות:', 'ידו על כתף חבירו - ותולה אותו בגידי ארכובותיו בזרועו:']",['ידו על כתף חברו - דלא מטלטלי מקלות:']
785,Menachot,Pesachim,100b:4-5,47a:1,"['נאכלות לעשרה - שנאפה בחמישי בשבת:', 'שני ימים טובים של ר""ה - קודם לשבת נאפה בארבע ונאכלת לשבת שניה לאחד עשר ואי קשיא י""ב נינהו דהא אין נאכלות עד מוצאי שבת דאותו שבת הוי יום הכפורים הא לא קשיא דלענין אכילת קדשים לילה הולך אחר היום שעבר כדאמר באותו ואת בנו (חולין דף פג.) הילכך מיתקרי י""א:', 'ואין דוחה - אפייתן:']","['לחם הפנים - צרכי שבת הוא שמסלקין ואוכלין אותו בשבת ואי מדאורייתא נעשין בי""ט בגבולין ומדרבנן הוא דאסור הא במקדש קיימא לן דלא גזרו על השבות ואמאי אינו דוחה:']"
786,Menachot,Menachot,26a:2,9a:11,"['מתני\' כמדת רבי אליעזר - דאמר בפרק כיצד צולין (פסחים דף עז.) דם אע""פ שאין בשר ה""נ קומץ אע""פ שאין שיריים (בשיריה) כשרה להקטיר הקומץ:', 'כמדת רבי יהושע - דאמר (שם) אם אין בשר אין דם אם אין דם אין בשר:']","['כמדת ר\' אליעזר - דאמר בפ\' כיצד צולין (פסחים עז.) ועשית עולותיך הבשר והדם דם אע""פ שאין בשר (בשר אע""פ שאין דם):', 'כשרה - להקטיר הקומץ דקומץ בלא שירים דומיא דדם בלא בשר:', ""כמדת ר' יהושע - דאמר אם אין בשר אין דם אם אין דם אין בשר פסול להקטיר הקומץ:""]"
787,Menachot,Zevachim,23b:11-12,110a:19,"[""הקטרה בשירים - כי כל שאור וכל דבש לא תקטירו ממנו אשה לה' (ויקרא ב׳:י״א) ואמרינן כל שממנו לאשים דהיינו שירים הרי הוא בבל תקטירו אלמא איכא הקטרה בשירים:"", ""אין הקומץ מבטל את חבירו - דהא אפי' רבי יהודה מודה דלא פליג רבי יהודה במתני' אנתערב קומצה בקומץ חבירתה:""]",['נאמר הקטרה בקומץ - וקמץ והקטיר (ויקרא ב):']
788,Eruvin,Gittin,37b:19,26a:3,['לכשיבקע - נעיין בדבר לאוסרו כלומר דלא חיישינן להכי דלא שכיח דאי בעי מסר ליה לשומר:'],"['טבלים למפרע - שהרי לא הובררה התרומה מעולם:', 'לכשיבקע - כשיבא לידי כך ודאי טבלים שתה אבל אין לחוש לכך דלא שכיח ליבקע:']"
789,Pesachim,Yoma,58b:11,33b:13-34a:1,"['מניין שלא יהא דבר - נקטר במערכה משנערכה שחרית קודם לתמיד של שחר ת""ל וערך עליה בתר ובער עליה הכהן כתיב דהוא סידור מערכה:', ""העולה עולה ראשונה - מדלא כתיב וערך עליה עולה אלא העולה הכי קאמר וערך עליה מיד העולה החשובה האמורה תחלה לכל העולות והיינו עולת תמיד דפרשת קרבנות [בפ' פינחס] דקרבן תמיד כתיב ברישא:""]",['מניין שלא יהא דבר - ניתן על מערכה גדולה קודם לאברי התמיד:']
790,Eruvin,Sukkah,86a:10-11,16a:11-16b:1,"[""מתני' בור שבין שתי חצירות - חציו בזו וחציו בזו:"", 'בין מתוך אוגנו - אע""פ שאינה נוגעת במים קל הוא שהקילו חכמים במים דאמר ביה גוד אחית למחיצה ובלבד שתהא בתוך אוגן הבור שתראה כהפסקה:']","['בין מתוך אוגנו - כלומר בין מלמעלה רחוק מן המים ובלבד שתהא בתוך אוגן של בור דמוכחא מילתא דבשביל אוגן המים נעשית ומפרשינן טעמא בעירובין שמחיצה תלויה מתרת במים דקל הוא שהקילו חכמים במים אבל מחיצה החוצצת את החצירות ומהלכת ע""פ הבור שלא נעשה בשביל המים אינה מתרת דאין מחיצה תלויה מתרת במים אלא הנעשית בשביל להתיר מלוי המים כגון גזוזטרא שלמעלה מן הים דתנן בעירובין (דף פז:) דעושין לה מחיצה תלוי\' וכגון זו שבתוך אוגן הבור:']"
